item_id,seller,ships_to,ships_from,category,first_seen,last_seen
7fdb79d9dc,40a4698a8f,Germany,Germany,131,1340152770,1343101626
6c680e4e6f,c2d6aa33a1,Worldwide,"United Kingdom",302,1340162764,1343098042
6b5e838534,7e96236b9f,Worldwide,"United Kingdom",70,1340154199,1340154199
811e196480,7e96236b9f,Worldwide,"United Kingdom",70,1340154199,1340154199
f74c382ff9,2c3a656a74,"European Union",Norway,63,1340260140,1343118372
798a093107,ca6a074552,Worldwide,undeclared,122,1340253921,1343127257
7da22b8981,de5ea11608,Finland,Finland,23,1340239378,1341976807
21f4eca8f4,78751100e9,"United States of America","United States of America",22,1340244966,1340936829
b0fd16c6d3,563b960e5d,"United States of America",undeclared,92,1340247175,1343102176
e581d5b90f,67cef09236,Worldwide,undeclared,149,1340254027,1340413523
06fbd56fdc,1301a1aeb1,Worldwide,Netherlands,33,1340236701,1340681261
dff91c49f3,124251132d,"EU, USA, and Canada",Canada,241,1340265690,1343094351
bb96ae3541,0bf76d42db,"European Union",Germany,28,1340236701,1340674166
0a30677b64,67cef09236,Worldwide,undeclared,149,1340243006,1340413517
67668485cc,209a0f30fd,"United States of America","United States of America",63,1340236701,1341979432
b7e7e60783,d462f5990a,Worldwide,"United Kingdom",33,1340247804,1341967955
19649b8c1d,fd53026c31,"United States of America","Bosnia and Herzegovina",63,1340240427,1343102008
ef595dc1b6,ad83331ee0,Worldwide,undeclared,70,1340250115,1341905727
06da2667f1,5fe29690da,"United States of America","United States of America",26,1340236900,1340407438
9624fc3bb7,2c3a656a74,"European Union",Norway,63,1340260135,1343118382
cc2e12e7f9,6d4653d87f,Australia,Australia,70,1340240627,1340327270
91830a8724,8f082b8269,"United Kingdom","United Kingdom",1,1340265290,1341027526
37890bb051,07d518eda9,"United States of America","United States of America",1,1340260165,1340336924
553c1d0c91,2ec42a461e,Worldwide,"United Kingdom",46,1340264083,1342918025
3a00ec85c1,fd53026c31,"United States of America","Bosnia and Herzegovina",63,1340240427,1343102009
6633806a2a,ca492f913f,"United States of America","United States of America",51,1340258135,1340927797
8d1b50f63b,ca6a074552,Worldwide,undeclared,129,1340253921,1343113318
c0bfcd247b,685ade1418,Worldwide,Italy,40,1340241264,1343096429
9047a99961,8a3fe80dac,Worldwide,undeclared,63,1340240714,1340411260
b1d51cd429,abd76eea88,Worldwide,India,23,1340248174,1343114930
e2f229e8be,ae745a8216,"United Kingdom","United Kingdom",33,1340249769,1341634643
05222cef44,abc52c6233,"United States of America","United States of America",184,1340266300,1341017794
792fa2e8dd,28f64a7e66,"United States of America","United States of America",75,1340262317,1343088360
69686cbb1f,dd111440ff,"United States of America","United States of America",53,1340253044,1340865210
506603cd24,ca6a074552,Worldwide,undeclared,122,1340253921,1343127249
f59039b0b1,d72fef8509,Worldwide,"United States of America",22,1340246295,1341112730
a67bc09dc6,28f64a7e66,"United States of America","United States of America",75,1340262317,1343088359
5fb5515b05,59052f57f1,"United States of America","United States of America",70,1340236701,1342668432
2551593d88,e43eff06f3,"United States of America","United States of America",23,1340247882,1340866487
20e131e910,2ec42a461e,Worldwide,"United Kingdom",59,1340274683,1342934883
36aa8e6bda,5b30501054,"United States of America","United States of America",239,1340240268,1341794512
15f6c674bc,d462f5990a,Worldwide,"United Kingdom",53,1340236701,1340587408
5b17b1fe01,200ace457e,Worldwide,Thailand,70,1340251221,1343118139
ead0c1cbb7,ca6a074552,Worldwide,undeclared,122,1340253921,1343127250
b82884f9e3,ca6a074552,Worldwide,undeclared,122,1340253921,1343127252
f039ef80cf,f30b4cb89d,Worldwide,undeclared,49,1340250190,1340410073
eab8cbecf7,2ec42a461e,Worldwide,"United Kingdom",59,1340277905,1342934925
10fff3134c,d2ca1a9c43,Worldwide,Indonesia,282,1340246202,1341800105
3d517b6e08,201ccbf97f,"EU, USA, and Canada",Canada,49,1340263666,1340583367
35f47b96b0,e255dd6b22,"USA and Canada","United States of America",12,1340244087,1340414735
37b453964e,e43eff06f3,"United States of America","United States of America",282,1340246223,1340331474
07fef9ab27,8b54c215a6,Worldwide,"United States of America",293,1340244098,1343097399
64d7f23c6d,51aade4728,Germany,Germany,36,1340268310,1343099607
21c92cb53e,ca6a074552,Worldwide,undeclared,122,1340253921,1343111966
3f281c76df,f208cfbf6d,"United States of America","United States of America",92,1340259921,1343107871
2c95945f35,9dbb23bc56,Worldwide,Germany,53,1340236701,1342918308
317ee858d1,ca6a074552,Worldwide,undeclared,122,1340261380,1343127247
e544378525,8f082b8269,"United Kingdom","United Kingdom",1,1340265290,1340948326
04efd093e5,209a0f30fd,Worldwide,"United States of America",70,1340236701,1340690494
e4ebfc7304,f208cfbf6d,"United States of America","United States of America",92,1340259921,1340866731
13067de08c,51aade4728,Germany,Germany,36,1340268310,1343099601
be57aaabb3,ca492f913f,"United States of America","United States of America",70,1340236606,1340236606
756fd1d4c1,de5ea11608,Finland,Finland,23,1340239378,1341461245
547d95a33c,78751100e9,"United States of America","United States of America",22,1340244966,1340936826
7f1b9a8971,8b54c215a6,Worldwide,"United States of America",293,1340244098,1343099859
c21a6d0d4f,9f55f57827,"United States of America","United States of America",53,1340253065,1340253065
ac7423f7fa,d44989c54f,"United States of America","United States of America",160,1340262297,1343096617
48b1e30de9,78751100e9,"United States of America","United States of America",22,1340244966,1340936833
a3b61a0f92,51aade4728,Germany,Germany,168,1340268310,1341709835
6095bd23e4,67cef09236,Worldwide,undeclared,149,1340243062,1340243062
ab4a5d2368,ca6a074552,Worldwide,undeclared,129,1340261380,1343113305
e2717b35ff,a3af519fd0,"USA and Canada","United States of America",120,1340234838,1341789324
359aeda817,abf667574b,"United States of America","United States of America",63,1340270155,1341969520
7a12894c9d,88c613653b,Australia,Australia,22,1340248976,1343119531
9fb7eeb8cf,5758ba005d,"USA and Canada","United States of America",177,1340241048,1341795163
9707d1cb8f,386fdc43ec,"European Union",Austria,22,1340258673,1341987493
97acfc26fd,201ccbf97f,"EU, USA, and Canada",Canada,49,1340263666,1340583371
e223776517,8f082b8269,"United Kingdom","United Kingdom",1,1340265290,1340590749
0f523c83b9,8f082b8269,"United Kingdom","United Kingdom",1,1340263335,1340426438
09576923b0,1301a1aeb1,Worldwide,Netherlands,33,1340236701,1343125948
e4d7980563,8f082b8269,"United Kingdom","United Kingdom",1,1340265290,1341204999
82bb3d0181,fbc406efec,Worldwide,"United States of America",98,1340245488,1341112282
42b7b4b49e,8f082b8269,"United Kingdom","United Kingdom",1,1340263317,1340948326
d367ea699a,78751100e9,"United States of America","United States of America",22,1340244966,1340866238
593a9482c5,51aade4728,Germany,Germany,23,1340265658,1341299545
66e85acace,ca6a074552,Worldwide,undeclared,122,1340253921,1343127255
a3fe037e74,386fdc43ec,"European Union",Austria,22,1340258673,1341977125
6d6b45ddd8,67cef09236,Worldwide,undeclared,149,1340254027,1340413519
9d4aeed5a5,5fe29690da,"United States of America","United States of America",70,1340236701,1341976526
ac6f3674f2,40a4698a8f,Germany,Germany,133,1340235704,1343101614
babb52167a,fd53026c31,"United States of America","Bosnia and Herzegovina",63,1340240427,1343102011
9e676c2af7,b1d3bbd2db,"United States of America","United States of America",22,1340265343,1340679346
4c980c666a,2ec42a461e,Worldwide,"United Kingdom",59,1340276378,1342914359
d810fd5b9e,59052f57f1,"United States of America","United States of America",1,1340236701,1343102280
81ebb90fa7,8f082b8269,"United Kingdom","United Kingdom",1,1340263317,1341211951
f327279354,2ec42a461e,Worldwide,"United Kingdom",46,1340277516,1342918020
45549f25d9,67cef09236,Worldwide,undeclared,149,1340243040,1340413512
fbd9ea108e,67cef09236,Worldwide,undeclared,149,1340254027,1340413521
75b22282a1,67cef09236,Worldwide,undeclared,149,1340242994,1340413529
27c88ea30c,51aade4728,Germany,Germany,23,1340265659,1341114165
ea2505b649,51c5c08bf1,Worldwide,Netherlands,52,1340279615,1341901154
2efdf9fc7f,d2ca1a9c43,Worldwide,Indonesia,282,1340246202,1343088405
dac27bcd14,652c821877,Worldwide,Germany,285,1340249437,1340249437
321b4a3a87,2c3a656a74,"European Union",Norway,63,1340260140,1343118377
f1b17702ce,2a11cb58c2,"United States of America","United States of America",241,1340264117,1343093167
d67ee323c8,40a4698a8f,Germany,Germany,133,1340235704,1343101613
1e5070a702,f208cfbf6d,"United States of America","United States of America",92,1340259921,1340863937
9a8e5a1b2b,abc52c6233,undeclared,undeclared,282,1340268786,1341190591
4d9856d5da,88c613653b,Australia,Australia,22,1340258666,1343119534
d6465d99a0,51aade4728,Germany,Germany,168,1340268310,1341709837
61e6f47834,386fdc43ec,"European Union",Austria,22,1340258673,1341987489
410a55257b,2af0556ad4,Worldwide,France,22,1340250202,1340336153
920c26128a,2cc262d8e0,Worldwide,China,97,1340238075,1343091870
b06cee4266,2ec42a461e,Worldwide,"United Kingdom",59,1340276378,1342934913
527a03537c,e91d1db3e1,Worldwide,Canada,49,1340250190,1340250190
3aea255ec7,e43eff06f3,"United States of America","United States of America",25,1340236785,1341622749
22ec7cd6f7,5e6462e326,Worldwide,"United States of America",54,1340271261,1340271261
84e5446401,b95f926717,Worldwide,"United States of America",293,1340245040,1341368776
449447ad27,ec8a75b5f7,"United States of America","United States of America",92,1340245982,1341974590
0ce40e3d26,28f64a7e66,"United States of America","United States of America",229,1340262317,1340415288
91fc97ab8f,c619551884,Worldwide,Germany,36,1340238922,1343101450
9d70a7ce6e,f208cfbf6d,"United States of America","United States of America",92,1340259921,1340866692
1ecc986605,d44989c54f,Worldwide,"United States of America",285,1340262297,1340262297
d59115b23a,ca6a074552,Worldwide,undeclared,129,1340253921,1343101104
346194b779,201ccbf97f,"EU, USA, and Canada",Canada,49,1340263666,1340583370
1dc435cbde,563b960e5d,"United States of America",undeclared,92,1340247175,1343102178
519d547b65,78751100e9,"United States of America","United States of America",22,1340244966,1340936833
3ac780abda,57df02ce28,"EU, USA, and Canada","United Kingdom",51,1340250331,1342922041
3665b186e6,937b2ee27f,Australia,Australia,12,1340260861,1341971749
00bd0fddac,67cef09236,Worldwide,undeclared,149,1340243006,1340413526
caf390f771,209a0f30fd,Worldwide,"United States of America",63,1340236701,1340690495
93a74fe74f,c8e9684fff,Worldwide,Netherlands,70,1340248991,1340248991
8220778b42,78751100e9,"United States of America","United States of America",22,1340244966,1340936827
a4e2374251,abc52c6233,Worldwide,"United States of America",98,1340266300,1340673513
874caf7e80,24d1bb2536,"United States of America","United States of America",285,1340250790,1340250790
7e5f4b1716,201ccbf97f,"EU, USA, and Canada",Canada,49,1340263666,1340583407
0bc5857419,ca6a074552,Worldwide,undeclared,129,1340253921,1343113365
819866975b,0bf76d42db,Worldwide,Germany,70,1340236701,1340236701
430cb38a86,8f082b8269,"United Kingdom","United Kingdom",1,1340265290,1340590745
5595e17e0e,2ec42a461e,Worldwide,"United Kingdom",46,1340264083,1342918023
33ecd3276f,124251132d,"EU, USA, and Canada",Canada,70,1340248913,1340248913
f88df79c0f,28f64a7e66,"United States of America","United States of America",1,1340262317,1342842209
cbe444071b,51aade4728,Germany,Germany,36,1340268310,1343099614
4c60654b70,8f082b8269,"United Kingdom","United Kingdom",1,1340272961,1340426441
cc0d9f4dda,8f082b8269,"United Kingdom","United Kingdom",1,1340262952,1341211949
9b6611ec91,ca6a074552,Worldwide,undeclared,129,1340253921,1343113362
7fca224bc7,abf667574b,"United States of America","United States of America",293,1340263839,1340263839
1ec7890a98,2a11cb58c2,"United States of America","United States of America",241,1340264117,1343093170
f8b3bcc3c6,78751100e9,"United States of America","United States of America",22,1340244966,1340936831
1cfc125a11,28f64a7e66,"United States of America","United States of America",75,1340262317,1343088323
0875f3c149,8f082b8269,"United Kingdom","United Kingdom",1,1340265290,1340426431
372b82fb9e,8b54c215a6,Worldwide,"United States of America",293,1340244098,1343097440
fd5c47272f,67cef09236,Worldwide,undeclared,142,1340254027,1340421945
e4ffe68eee,200ace457e,Worldwide,Thailand,70,1340251221,1343118137
bbaa09df5f,51aade4728,Germany,Germany,22,1340265635,1341721438
c20dc090d4,fd53026c31,"United States of America","Bosnia and Herzegovina",63,1340240427,1343102006
7f30611b32,ca6a074552,Worldwide,undeclared,122,1340253921,1343127253
66b56410b8,d462f5990a,"United Kingdom","United Kingdom",33,1340236701,1341968013
fa0617faf9,40a4698a8f,Germany,Germany,133,1340238297,1343088528
4cc5074e9a,28f64a7e66,"United States of America","United States of America",33,1340265290,1341371550
b509b8556e,209a0f30fd,Worldwide,"United States of America",63,1340236701,1340690496
bd214665d8,ca6a074552,Worldwide,undeclared,129,1340253921,1343113369
b3a184b538,201ccbf97f,"EU, USA, and Canada",Canada,49,1340263666,1340583368
9f21033223,ca6a074552,Worldwide,undeclared,122,1340261379,1343127244
900563c079,d462f5990a,Worldwide,"United Kingdom",33,1340236700,1341967977
8d75b61c12,a417559797,Worldwide,Netherlands,98,1340265439,1343088638
dd75e82aa8,fbc406efec,Worldwide,"United States of America",50,1340236703,1342668834
dec8825520,67cef09236,Worldwide,undeclared,122,1340254027,1340421943
e7af9e0e68,ca6a074552,Worldwide,undeclared,122,1340253921,1343120693
d4da70964b,25f5a28840,"United States of America","United States of America",63,1340251406,1340682881
66b661713e,25f5a28840,"United States of America","United States of America",240,1340240087,1341452243
aed8841db8,4da7a60a6b,Worldwide,Austria,285,1340244353,1340244353
0600bafc0c,28f64a7e66,"United States of America","United States of America",59,1340262317,1343091583
68f8e8b896,cf184b1c49,"United States of America","United States of America",51,1340359625,1340592048
a63abcffaa,f79e1c14c2,Worldwide,Netherlands,5,1340323018,1340420800
c340890405,75ea46a489,"United States of America","United States of America",22,1340330811,1340676616
f95b317b9a,35d9c571e1,"EU, USA, and Canada",France,171,1340337853,1340593843
91343f66cc,791d3e4dbf,"United Kingdom","United Kingdom",49,1340336146,1343107149
0c1a4e49aa,ca6a074552,Worldwide,undeclared,129,1340338920,1343113377
235d86561b,35d9c571e1,"EU, USA, and Canada",France,171,1340337853,1340593830
4a1d36d562,40ab0cedb7,Germany,Germany,23,1340334343,1343121280
79511fce27,0ecfa4e6c3,Worldwide,Netherlands,22,1340334724,1343103309
34607c4fb5,67cef09236,Worldwide,undeclared,149,1340329343,1340413531
56fce3cb12,59da94c3b9,"United States of America","United States of America",70,1340344065,1340344065
97a1c5d7b1,40e4ea52fd,"United States of America","United States of America",63,1340352740,1341123469
0bf526d34a,c8e9684fff,Worldwide,Netherlands,70,1340334394,1343092502
26e61c95ab,9edf857d89,Worldwide,"United States of America",239,1340327121,1340694574
f8030f1f73,eb26d39c21,"United States of America","United States of America",79,1340323490,1343090681
ca6909c243,67cef09236,Worldwide,undeclared,149,1340329334,1340413538
34593a8703,eb26d39c21,"United States of America","United States of America",79,1340323488,1343090637
47f9ab8dc4,eb26d39c21,"United States of America","United States of America",79,1340335008,1343090742
3823379780,3ea39b3415,Canada,Canada,148,1340350471,1340680787
b5d1325359,f79e1c14c2,Worldwide,Netherlands,5,1340323004,1340420801
37f1ae50da,67cef09236,Worldwide,undeclared,142,1340339000,1340421933
0066d8f5f8,c0aab40c3f,"United States of America","United States of America",1,1340360501,1340864613
cae458eea2,eb26d39c21,"United States of America","United States of America",79,1340323490,1343090689
06bdef9dbb,eb26d39c21,"United States of America","United States of America",79,1340335008,1343090738
8416bf035a,ca6a074552,Worldwide,undeclared,122,1340338920,1343120853
adfe8e7785,40a4698a8f,Germany,Germany,70,1340361385,1343106109
1c8a7c8a99,ca6a074552,Worldwide,undeclared,129,1340350687,1343101157
23a309063a,ca6a074552,Worldwide,undeclared,122,1340345983,1343127242
04a33197a9,67cef09236,Worldwide,undeclared,149,1340329334,1340413536
2aaa5deaff,ca6a074552,Worldwide,undeclared,122,1340345983,1343120859
5f30d92293,35d9c571e1,"EU, USA, and Canada",France,171,1340337853,1340593841
040dbe5f59,46808081b4,"United States of America","United States of America",92,1340361377,1342669176
f0bdff05c5,adca391c84,"Worldwide except USA",Russia,249,1340335014,1342919221
71fc4515f0,75ea46a489,"United States of America","United States of America",22,1340330811,1340587919
5130352e32,9ca37161be,Scandinavia,Sweden,70,1340342305,1340590164
f93f41ca30,386fdc43ec,"European Union",Austria,22,1340348821,1341987486
5b1e238016,eb26d39c21,"United States of America","United States of America",79,1340323490,1343090678
ee831d5018,3ea39b3415,Canada,Canada,119,1340350471,1343095784
30d5ded433,37f0712f6e,"United States of America","United States of America",70,1340362069,1340690010
03f514df78,ca6a074552,Worldwide,undeclared,129,1340338920,1343113348
e3ab641f22,67cef09236,Worldwide,undeclared,175,1340339000,1340421936
f6f9b1eec9,35d9c571e1,"European Union",France,70,1340341433,1340598650
e38298b6f8,7ce0be1b71,Worldwide,undeclared,92,1340348061,1341981752
7c02d77005,9a2e6bef5c,Worldwide,Canada,23,1340352752,1340866522
28b4c57c57,eb26d39c21,"United States of America","United States of America",79,1340323490,1343090684
357bc02f7c,9ca37161be,Scandinavia,Sweden,70,1340342305,1341720796
f0609d4e5a,ec8a75b5f7,"United States of America","United States of America",285,1340340560,1340857770
ab698544d1,02d4b6aee8,Worldwide,"United Kingdom",23,1340324480,1343114928
760abd6899,4c8433f119,"European Union",Germany,36,1340365363,1341364721
0e62975160,ea12482ee6,"Australia and New Zeland",Australia,1,1340335511,1343115995
fafcaffcb6,67cef09236,Worldwide,undeclared,175,1340338999,1340587769
e9c8d32965,e1ca55b720,"European Union",Italy,70,1340331660,1340331660
afc9dcd8de,0bf76d42db,Worldwide,Germany,54,1340328593,1340585842
d1c765aea0,51c5c08bf1,Worldwide,Netherlands,53,1340338336,1341380014
8b8ce570f0,28cd4596e0,Australia,Australia,53,1340338349,1340338349
db34a3fccd,e1ca55b720,"European Union",Italy,70,1340331660,1340331660
5e98cca355,75ea46a489,"United States of America","United States of America",22,1340330812,1341974030
9b03258f27,7e96236b9f,"European Union","United Kingdom",54,1340326311,1340326311
0546ccadaa,4586127991,Worldwide,"United States of America",70,1340330220,1340587303
d4f064c6c4,3ad770f8c2,"USA and Canada","United States of America",70,1340323018,1343109329
c2c93d6f9b,ca6a074552,Worldwide,undeclared,129,1340338920,1343113358
9008bd6a53,0138110713,"United States of America",Canada,127,1340347459,1340866249
35556e98fb,c619551884,Worldwide,Germany,285,1340320732,1341274426
d9dc1dd257,6e9b7b5f90,"United States of America","United States of America",241,1340336911,1343094372
1c271604d5,125e5a7698,"EU, USA, and Canada",Austria,63,1340336902,1340697987
9dc507af71,e396c751c4,"United States of America","United States of America",1,1340360501,1341197106
36dce070a9,a417559797,Worldwide,Netherlands,127,1340326034,1340862129
27851bdb01,08a6d3a0e4,Worldwide,Netherlands,285,1340320732,1341361921
90972c69ed,2ec42a461e,Worldwide,"United Kingdom",59,1340319546,1342934880
370723da97,f78fb43205,Worldwide,"United States of America",280,1340321993,1343113883
627f67ee90,28cd4596e0,Australia,Australia,53,1340358202,1341030507
4505370434,65d98a6525,"United States of America","United States of America",171,1340337858,1341191290
ac24bc9919,9edf857d89,Worldwide,"United States of America",239,1340327119,1343094312
dfe10f5d6a,67cef09236,Worldwide,undeclared,175,1340339000,1340421938
f8f26d72d5,f476151e76,Worldwide,undeclared,70,1340330028,1341455885
7897f3204c,67cef09236,Worldwide,undeclared,149,1340329343,1340413534
c6956382d0,ca6a074552,Worldwide,undeclared,122,1340345983,1343120850
99b8a4ce77,7e96236b9f,Worldwide,"United Kingdom",54,1340326311,1340502270
4f388d93d9,5758ba005d,"USA and Canada","United States of America",1,1340349325,1341805301
405bf3e141,35d9c571e1,"EU, USA, and Canada",France,171,1340337853,1340593836
96ec98aa94,6e9b7b5f90,"United States of America","United States of America",241,1340336911,1343094338
2d601939df,685ade1418,Worldwide,Italy,98,1340333274,1341975354
c361966925,e396c751c4,"United States of America","United States of America",1,1340360509,1341460931
d77a8feb96,28cd4596e0,Australia,Australia,7,1340337858,1340337858
91e555f9e8,066a4c5494,"USA and Canada","United States of America",122,1340329759,1343098298
059c1e5b76,e396c751c4,"United States of America","United States of America",70,1340360501,1341287603
40b5ba338a,c8e9684fff,Worldwide,Netherlands,70,1340323006,1340591391
7f2707380a,735594e865,Worldwide,"United Kingdom",70,1340359624,1340703206
5a2410ba87,75ea46a489,"United States of America","United States of America",22,1340330812,1342835623
adb10595ee,eb26d39c21,"United States of America","United States of America",79,1340323488,1343090643
e3ebc62a04,eb26d39c21,"United States of America","United States of America",79,1340323488,1343090625
813939c3e0,3ea39b3415,Canada,Canada,188,1340348032,1343095833
6b09d35d72,c5796877b8,"European Union",Netherlands,1,1340342941,1343108484
41db2b26ec,ca6a074552,Worldwide,undeclared,122,1340338920,1343120869
3fec9f1c4d,67cef09236,Worldwide,undeclared,175,1340330698,1340512339
c5b23e3f99,65d98a6525,"United States of America","United States of America",171,1340337858,1341282212
f70130873a,dc3783b950,"United States of America","United States of America",22,1340330243,1342839750
b58c7a0fd9,81cd80bcd9,Worldwide,undeclared,175,1340340018,1343100224
27d2476268,fa6e565270,"United States of America","United States of America",28,1340322999,1342012487
7c53963e44,d000b01a82,Worldwide,Moldova,65,1340326723,1343085404
2e9b63ad75,40e4ea52fd,"United States of America","United States of America",63,1340350312,1341123483
ad3652f640,3f11299785,"USA and Canada","United States of America",49,1340344056,1341535813
4237d13f41,eb26d39c21,"United States of America","United States of America",79,1340335008,1343090744
bbbb6e01fd,ca6a074552,Worldwide,undeclared,122,1340345983,1343120855
5b54df5471,ca6a074552,Worldwide,undeclared,129,1340338920,1343113345
2209f7a2fd,3ea39b3415,Canada,Canada,104,1340350471,1343107092
82ffb69b85,35d9c571e1,"European Union",France,35,1340333689,1340589182
9b9a506925,eb26d39c21,"United States of America","United States of America",79,1340323488,1343090647
282e49b4c2,e396c751c4,"United States of America","United States of America",1,1340360501,1341460929
42fee3ff40,10f5d12d72,"Worldwide except USA",Canada,24,1340354560,1343090546
1c78848747,67cef09236,Worldwide,undeclared,142,1340330698,1340512341
6109773b0a,2a11cb58c2,"United States of America","United States of America",144,1340348577,1342921825
f0ac254221,67cef09236,Worldwide,undeclared,175,1340339000,1340512336
022ece5561,2af0556ad4,Worldwide,France,22,1340336151,1340336151
a26d424762,eb26d39c21,"United States of America","United States of America",79,1340323477,1343090639
ecadacbf58,ca6a074552,Worldwide,undeclared,122,1340338920,1343120867
ffb38bddbf,d462f5990a,Worldwide,"United Kingdom",285,1340320749,1340320749
fa95b3051b,c8e9684fff,"European Union",Netherlands,22,1340348577,1341104415
20e08d0b47,67cef09236,Worldwide,undeclared,149,1340329353,1340504641
9b3da2d6ed,67cef09236,Worldwide,undeclared,149,1340329353,1340413550
7d515654d9,eb26d39c21,"United States of America","United States of America",79,1340323488,1343104171
5f4746201f,75ea46a489,"United States of America","United States of America",22,1340330811,1340676615
fa2e49be62,eb26d39c21,"United States of America","United States of America",79,1340323488,1343104164
79eeff79fe,4d8226ae94,"United States of America","United States of America",293,1340344076,1340419902
87c788da58,a417559797,Worldwide,Netherlands,22,1340326034,1340409523
66889bd038,ca6a074552,Worldwide,undeclared,122,1340338920,1343120865
fdcdcc45e4,75ea46a489,"United States of America","United States of America",22,1340330811,1340676614
79e6107328,9e02539b66,Australia,Australia,147,1340326687,1341968900
5c91a9f99b,40a4698a8f,Germany,Germany,131,1340321678,1343101620
5e1e3bbacb,4c8433f119,"European Union",Germany,36,1340335962,1341364723
d5ef6e1863,426e26eb14,Worldwide,Australia,22,1340336231,1340336231
997233d014,75ea46a489,"United States of America","United States of America",70,1340330812,1342835624
850762d5a3,67cef09236,Worldwide,undeclared,122,1340339000,1340512337
94319cf6c6,eb26d39c21,"United States of America","United States of America",79,1340335008,1343090734
c80233e952,9edf857d89,Worldwide,"United States of America",239,1340327121,1341190368
467ab9a818,d10a9075db,Worldwide,Netherlands,70,1340325999,1340325999
4f97e0b2cb,6d4653d87f,Australia,Australia,92,1340360509,1340673491
66d398f3cf,6d4653d87f,Australia,Australia,92,1340327269,1343094811
90d4a0fcee,35d9c571e1,"EU, USA, and Canada",France,171,1340337853,1340590502
101727ecfe,d4dc694e0f,"Australia and New Zeland",Australia,126,1340362639,1341714789
d6fe1846f2,2a11cb58c2,"United States of America","United States of America",144,1340348577,1343093164
4798dfb574,904d42a17d,"United States of America","United States of America",22,1340322999,1343115323
6908e6544e,75ea46a489,"United States of America","United States of America",22,1340330812,1342753942
c952589ae5,5b30501054,"United States of America","United States of America",239,1340362056,1340584448
1667bb0d58,eb26d39c21,"United States of America","United States of America",79,1340323490,1343090673
6839640545,257811fa30,"United Kingdom","United Kingdom",63,1340338401,1343110356
1ae7605b83,386fdc43ec,"European Union",Austria,22,1340348821,1341906363
5b81a25800,8f082b8269,"United Kingdom","United Kingdom",1,1340341967,1340697737
77218533bc,ca6a074552,Worldwide,undeclared,122,1340338920,1343120862
33ecc14169,75ea46a489,"United States of America","United States of America",22,1340330811,1340415428
b2c7f9c510,6c78e014c4,"United States of America","United States of America",22,1340334306,1341373188
3eb09c5a02,6d4653d87f,Australia,Australia,70,1340327269,1343094819
61768fc9e3,67cef09236,Worldwide,undeclared,149,1340329353,1340504639
bbf3545334,ca6a074552,Worldwide,undeclared,122,1340345983,1343120857
82de311782,d10a9075db,Worldwide,Netherlands,70,1340325999,1340325999
20717c1354,3ea39b3415,Canada,Canada,34,1340351666,1343092666
ce60655a08,426e26eb14,"Worldwide except USA","United Kingdom",54,1340334414,1340413074
13b6453e93,67cef09236,Worldwide,undeclared,175,1340338999,1340512334
6f30554be1,4d8226ae94,"United States of America","United States of America",293,1340323004,1340323004
28d3aa8f70,2a11cb58c2,"United States of America","United States of America",54,1340322999,1340322999
941683ce98,3ea39b3415,Canada,Canada,12,1340351666,1340682970
f7378bf4e9,40ab0cedb7,Germany,Germany,23,1340334343,1343100064
3072e98469,eb26d39c21,"United States of America","United States of America",79,1340323488,1343104160
6ee1e39350,67cef09236,Worldwide,undeclared,175,1340338999,1340512335
933b9e9270,eb26d39c21,"United States of America","United States of America",79,1340323488,1343104162
bda671a2df,51c5c08bf1,Worldwide,Netherlands,53,1340338336,1343097767
ca34f899b9,35d9c571e1,"EU, USA, and Canada",France,171,1340337853,1340593833
966b53dfc1,00d18e6a74,Worldwide,Germany,46,1340337776,1341113261
d638f6aa12,eb26d39c21,"United States of America","United States of America",79,1340335008,1343104166
fc326b37db,75ea46a489,"United States of America","United States of America",22,1340330812,1342835626
a4f9b63fb3,eb26d39c21,"United States of America","United States of America",79,1340323488,1343104169
6758db032c,ca6a074552,Worldwide,undeclared,129,1340352932,1343113299
f1435c9d09,40e4ea52fd,"United States of America","United States of America",63,1340350306,1341123486
b75d2389be,35d9c571e1,"EU, USA, and Canada",France,171,1340337853,1340593838
aef1eb9a29,9a2e6bef5c,Worldwide,Canada,23,1340352752,1340866477
dd11e55709,3d09cf8f45,"United States of America","United States of America",51,1340419640,1340592037
aada5d43c2,791d3e4dbf,Worldwide,"United Kingdom",49,1340440990,1343107147
6dacbcfa86,888080eaf4,Worldwide,"United States of America",25,1340407346,1340860352
e96cad6542,ef51886589,"USA and Canada","United States of America",171,1340420866,1340674049
5a2b32f632,426e26eb14,"United Kingdom","United Kingdom",22,1340407290,1340407290
eb3654d08a,0495d30222,"United States of America","United States of America",48,1340446031,1341968783
2ad11bf7f5,2eedd86a05,"United States of America","United States of America",92,1340420727,1341713410
174127fe3e,adba68e949,Worldwide,"United States of America",144,1340411615,1341984535
53f3c38761,01c55b345c,Worldwide,Germany,63,1340417446,1343093809
84214a762f,c5796877b8,"European Union",Netherlands,53,1340421184,1341293805
98fcb674f3,f79e1c14c2,Worldwide,Netherlands,74,1340411719,1343095843
5a0310133b,00d18e6a74,Worldwide,Germany,46,1340420789,1341113257
a0ef77df3f,adba68e949,Worldwide,"United States of America",70,1340420745,1343101665
9e4a367120,dd111440ff,"United States of America","United States of America",92,1340428006,1340867248
97d7f0ede9,4013d7c43a,"United States of America","United States of America",23,1340431293,1341976910
